,subject,ROI,dataset,difference_score,embed_method,CV_K,model_LogLikelihood,AIC,neg_LL
0,1,pmc_nn,sherlock,0.107370854,ISOMAP,25,-2831.984417,7011.968833,2831.984417
1,2,pmc_nn,sherlock,0.069219752,ISOMAP,22,-2861.997987,6777.995975,2861.997987
2,3,pmc_nn,sherlock,0.086312372,ISOMAP,21,-2846.593722,6657.187444,2846.593722
3,4,pmc_nn,sherlock,0.11780649,ISOMAP,24,-2846.153761,6938.307522,2846.153761
4,5,pmc_nn,sherlock,0.089996149,ISOMAP,23,-2884.049689,6916.099379,2884.049689
5,6,pmc_nn,sherlock,0.105958631,ISOMAP,26,-2841.187144,7136.374287999999,2841.187144
6,7,pmc_nn,sherlock,0.09532775800000001,ISOMAP,23,-2789.881677,6727.763355,2789.881677
7,8,pmc_nn,sherlock,0.12645653099999998,ISOMAP,25,-2828.523012,7005.046023000001,2828.523012
8,9,pmc_nn,sherlock,0.10295766,ISOMAP,23,-2830.54516,6809.090319,2830.54516
9,10,pmc_nn,sherlock,0.11059266699999999,ISOMAP,26,-2889.911824,7233.823648999999,2889.911824
10,11,pmc_nn,sherlock,0.09510409800000001,ISOMAP,23,-2865.9732289999997,6879.9464590000025,2865.9732289999997
11,12,pmc_nn,sherlock,0.100180391,ISOMAP,24,-2859.617903000001,6965.235806000002,2859.617903000001
12,13,pmc_nn,sherlock,0.078934714,ISOMAP,24,-2887.340207,7020.680414,2887.340207
13,14,pmc_nn,sherlock,0.11410662699999999,ISOMAP,24,-2820.6104609999998,6887.2209219999995,2820.6104609999998
14,15,pmc_nn,sherlock,0.127796153,ISOMAP,23,-2825.475849,6798.951698000003,2825.475849
15,16,pmc_nn,sherlock,0.069339704,ISOMAP,23,-2900.314201,6948.628403,2900.314201
16,1,early_visual,forrest,0.095855682,TPHATE,102,-5564.165358,32342.330719999998,5564.165358
17,2,early_visual,forrest,0.101966499,TPHATE,100,-4922.797554,30243.595110000002,4922.797554
18,3,early_visual,forrest,0.053888978,TPHATE,97,-4202.873618,27609.747239999997,4202.873618
19,4,early_visual,forrest,0.022329266,TPHATE,109,-3906.6229380000004,32009.245880000002,3906.6229380000004
20,6,early_visual,forrest,0.136434954,TPHATE,105,-5552.290711,33572.58142,5552.290711
21,9,early_visual,forrest,0.11123413,TPHATE,95,-5402.995505,29233.99101,5402.995505
22,10,early_visual,forrest,0.050587627,TPHATE,106,-4463.126377000001,31820.25275,4463.126377000001
23,14,early_visual,forrest,0.09172692199999999,TPHATE,100,-4959.670022,30317.34004,4959.670022
24,15,early_visual,forrest,0.028890145,TPHATE,100,-4051.632737,28501.26547,4051.632737
25,16,early_visual,forrest,0.142815907,TPHATE,101,-5493.394745000001,31790.78949,5493.394745000001
26,17,early_visual,forrest,0.13744109699999998,TPHATE,101,-5419.270237,31642.54047,5419.270237
27,18,early_visual,forrest,0.060994783,TPHATE,101,-4215.563259000001,29235.126519999998,4215.563259000001
28,19,early_visual,forrest,0.099838049,TPHATE,100,-5573.042265,31544.08453,5573.042265
29,20,early_visual,forrest,0.10612030900000001,TPHATE,103,-5561.2684039999995,32750.53681,5561.2684039999995
30,1,high_Visual,forrest,0.032285153999999996,TSNE,69,-4916.862426,19629.72485,4916.862426
31,2,high_Visual,forrest,0.019558084,TSNE,67,-4940.43981,19124.87962,4940.43981
32,3,high_Visual,forrest,0.010023369,TSNE,74,-4967.21355,21180.4271,4967.21355
33,4,high_Visual,forrest,0.021618991,TSNE,74,-706.4117617,12658.82352,706.4117617
34,6,high_Visual,forrest,0.03567944,TSNE,67,-4918.447345000001,19080.89469,4918.447345000001
35,9,high_Visual,forrest,0.020481938,TSNE,70,-4989.39405,20056.7881,4989.39405
36,10,high_Visual,forrest,0.02378232,TSNE,68,-4721.671771,18961.34354,4721.671771
37,14,high_Visual,forrest,0.002015069,TSNE,71,-5011.322287,20386.64457,5011.322287
38,15,high_Visual,forrest,0.002959587,TSNE,72,-5007.086233,20668.172469999998,5007.086233
39,16,high_Visual,forrest,0.057594245999999995,TSNE,69,-4896.488739,19588.97748,4896.488739
40,17,high_Visual,forrest,0.014426285,TSNE,66,-4962.369588000001,18898.73918,4962.369588000001
41,18,high_Visual,forrest,0.038998822999999995,TSNE,71,-2222.0150519999997,14808.0301,2222.0150519999997
42,19,high_Visual,forrest,0.006998988,TSNE,68,-4983.361865999998,19484.72373,4983.361865999998
43,20,high_Visual,forrest,0.030844955,TSNE,71,-4940.318409,20244.63682,4940.318409
44,1,early_visual,sherlock,0.196130854,PCA,47,-2754.311812,10112.62362,2754.311812
45,2,early_visual,sherlock,0.140578691,PCA,45,-2744.361223,9716.722446,2744.361223
46,3,early_visual,sherlock,0.183773994,PCA,47,-2748.296441,10100.59288,2748.296441
47,4,early_visual,sherlock,0.155908552,PCA,45,-2769.179487,9766.358973,2769.179487
48,5,early_visual,sherlock,0.147877447,PCA,44,-2773.523198,9593.046397,2773.523198
49,6,early_visual,sherlock,0.18686061699999998,PCA,49,-2724.854074,10445.70815,2724.854074
50,7,early_visual,sherlock,0.166273761,PCA,46,-2718.921160000001,9851.84232,2718.921160000001
51,8,early_visual,sherlock,0.217368239,PCA,47,-2700.582886,10005.16577,2700.582886
52,9,early_visual,sherlock,0.161840127,PCA,48,-2761.782210000001,10321.56442,2761.782210000001
53,10,early_visual,sherlock,0.16544740900000002,PCA,45,-2800.187712,9828.375424,2800.187712
54,11,early_visual,sherlock,0.14980827,PCA,47,-2794.214896,10192.42979,2794.214896
55,12,early_visual,sherlock,0.16983598100000002,PCA,46,-2779.5830170000013,9973.166033,2779.5830170000013
56,13,early_visual,sherlock,0.167557361,PCA,43,-2770.09523,9408.19046,2770.09523
57,14,early_visual,sherlock,0.134627103,PCA,50,-2816.5874059999996,10831.174809999999,2816.5874059999996
58,15,early_visual,sherlock,0.15434098300000001,PCA,45,-2746.2664,9720.532798999999,2746.2664
59,16,early_visual,sherlock,0.148797882,PCA,43,-2789.668237000001,9447.336473000001,2789.668237000001
60,1,aud_early,forrest,0.038084795,PCA,70,-5429.5486439999995,20937.09729,5429.5486439999995
61,2,aud_early,forrest,0.031846388999999996,PCA,71,-5406.170634,21176.341269999997,5406.170634
62,3,aud_early,forrest,0.039629118,PCA,76,-5439.790084,22733.580169999997,5439.790084
63,4,aud_early,forrest,0.03344469,PCA,75,-5424.958501,22397.917,5424.958501
64,6,aud_early,forrest,0.051988463,PCA,73,-5391.298533,21730.59707,5391.298533
65,9,aud_early,forrest,0.03541249,PCA,72,-5427.4520200000015,21508.90404,5427.4520200000015
66,10,aud_early,forrest,0.048323538,PCA,76,-5399.434018,22652.86804,5399.434018
67,14,aud_early,forrest,0.036634633,PCA,76,-5429.917281,22713.83456,5429.917281
68,15,aud_early,forrest,0.033677057999999996,PCA,70,-5423.543496,20925.08699,5423.543496
69,16,aud_early,forrest,0.03992806,PCA,72,-5439.372647,21532.74529,5439.372647
70,17,aud_early,forrest,0.040850057,PCA,73,-5426.73543,21801.470859999998,5426.73543
71,18,aud_early,forrest,0.03715281,PCA,77,-5407.8547229999995,22979.70945,5407.8547229999995
72,19,aud_early,forrest,0.033673792,PCA,74,-5423.936192,22093.87238,5423.936192
73,20,aud_early,forrest,0.037052989,PCA,73,-5420.811656,21789.62331,5420.811656
74,1,high_Visual,sherlock,0.042767646,voxel,19,-3320.111355,7436.222709999999,3320.111355
75,2,high_Visual,sherlock,0.041462042000000005,voxel,21,-3324.47504,7612.95008,3324.47504
76,3,high_Visual,sherlock,0.055034562,voxel,21,-3307.668988,7579.3379760000025,3307.668988
77,4,high_Visual,sherlock,0.06418418299999999,voxel,22,-3280.068456,7614.136912000001,3280.068456
78,5,high_Visual,sherlock,0.047351147999999996,voxel,21,-3316.405442,7596.810884,3316.405442
79,6,high_Visual,sherlock,0.045809388,voxel,19,-3330.630893,7457.261786,3330.630893
80,7,high_Visual,sherlock,0.10915734699999999,voxel,22,-3210.164797,7474.329594,3210.164797
81,8,high_Visual,sherlock,0.03742911,voxel,20,-3338.453648,7554.907295999998,3338.453648
82,9,high_Visual,sherlock,0.021954957999999997,voxel,21,-3372.866824,7709.733648,3372.866824
83,10,high_Visual,sherlock,0.05124675,voxel,22,-3304.629039,7663.258078,3304.629039
84,11,high_Visual,sherlock,0.039743727,voxel,22,-3303.5057079999997,7661.011415999998,3303.5057079999997
85,12,high_Visual,sherlock,0.040596562,voxel,21,-3325.318112,7614.636224,3325.318112
86,13,high_Visual,sherlock,0.031904743,voxel,19,-3352.181521,7500.363042,3352.181521
87,14,high_Visual,sherlock,0.10656196400000001,voxel,22,-3225.354307,7504.708614,3225.354307
88,15,high_Visual,sherlock,0.108517695,voxel,21,-3191.015446,7346.030892,3191.015446
89,16,high_Visual,sherlock,0.054792424000000006,voxel,20,-3331.027024,7540.054048,3331.027024
90,1,early_visual,forrest,0.077340908,TSNE,102,-5358.309832,31930.619660000004,5358.309832
91,2,early_visual,forrest,0.073428683,TSNE,100,-5348.027643,31094.055289999997,5348.027643
92,3,early_visual,forrest,0.048692669,TSNE,97,-5421.020252,30046.0405,5421.020252
93,4,early_visual,forrest,0.058537426,TSNE,109,-5347.384675,34890.76935,5347.384675
94,6,early_visual,forrest,0.067422626,TSNE,105,-5349.646007,33167.292010000005,5349.646007
95,9,early_visual,forrest,0.06028265400000001,TSNE,95,-5385.150695,29198.301389999997,5385.150695
96,10,early_visual,forrest,0.040708886,TSNE,106,-5435.26565,33764.5313,5435.26565
97,14,early_visual,forrest,0.045412759000000004,TSNE,100,-5327.266354,31052.532710000003,5327.266354
98,15,early_visual,forrest,0.05897642400000001,TSNE,100,-5365.401778,31128.803560000004,5365.401778
99,16,early_visual,forrest,0.073325628,TSNE,101,-5364.827573,31533.65515,5364.827573
100,17,early_visual,forrest,0.05748847,TSNE,101,-5388.801148,31581.6023,5388.801148
101,18,early_visual,forrest,0.03271205,TSNE,101,-5188.418759,31180.837519999997,5188.418759
102,19,early_visual,forrest,0.055224845,TSNE,100,-5396.151068,31190.302139999996,5396.151068
103,20,early_visual,forrest,0.054567464,TSNE,103,-5404.905634000002,32437.81127,5404.905634000002
104,1,aud_early,sherlock,0.29287786600000004,SMOOTH_PHATE,18,-2191.969844,5101.939688,2191.969844
105,2,aud_early,sherlock,0.167969815,SMOOTH_PHATE,18,135.1341176,447.7317647,-135.1341176
106,3,aud_early,sherlock,0.239510251,SMOOTH_PHATE,18,-58.20817101,834.416342,58.20817101
107,4,aud_early,sherlock,0.09656125900000001,SMOOTH_PHATE,18,53.93139221,610.1372156,-53.93139221
108,5,aud_early,sherlock,0.305050367,SMOOTH_PHATE,18,429.95131519999995,-141.9026305,-429.95131519999995
109,6,aud_early,sherlock,0.30888418300000003,SMOOTH_PHATE,18,65.34722726,587.3055455,-65.34722726
110,7,aud_early,sherlock,0.309402778,SMOOTH_PHATE,18,201.3473042,315.3053915,-201.3473042
111,8,aud_early,sherlock,0.328104789,SMOOTH_PHATE,17,155.5769406,332.84611889999996,-155.5769406
112,9,aud_early,sherlock,0.144383911,SMOOTH_PHATE,19,-710.3009691000003,2216.601938,710.3009691000003
113,10,aud_early,sherlock,0.32903563399999997,SMOOTH_PHATE,20,109.38145700000001,659.2370861,-109.38145700000001
114,11,aud_early,sherlock,0.270170248,SMOOTH_PHATE,19,570.4616975,-344.923395,-570.4616975
115,12,aud_early,sherlock,0.237507435,SMOOTH_PHATE,17,412.8943137,-181.7886274,-412.8943137
116,13,aud_early,sherlock,0.14650328099999999,SMOOTH_PHATE,17,-2366.4189300000007,5376.8378600000015,2366.4189300000007
117,14,aud_early,sherlock,0.20455381399999997,SMOOTH_PHATE,18,-1758.1026809999994,4234.205362,1758.1026809999994
118,15,aud_early,sherlock,0.24778657,SMOOTH_PHATE,18,-553.3041967999999,1824.608394,553.3041967999999
119,16,aud_early,sherlock,0.20068590100000008,SMOOTH_PHATE,17,-2022.9701890000001,4689.940378,2022.9701890000001
120,1,pmc_nn,sherlock,0.15120124699999998,TSNE,25,-2790.460829,6928.921658,2790.460829
121,2,pmc_nn,sherlock,0.092005368,TSNE,22,-2845.316168,6744.632336,2845.316168
122,3,pmc_nn,sherlock,0.098533385,TSNE,21,-2852.729978000001,6669.459957,2852.729978000001
123,4,pmc_nn,sherlock,0.084977619,TSNE,24,-2888.652264000001,7023.304528000002,2888.652264000001
124,5,pmc_nn,sherlock,0.095895378,TSNE,23,-2855.336221,6858.672441,2855.336221
125,6,pmc_nn,sherlock,0.12102883800000001,TSNE,26,-2823.550112,7101.100223,2823.550112
126,7,pmc_nn,sherlock,0.10237688199999999,TSNE,23,-2794.997355,6737.994711,2794.997355
127,8,pmc_nn,sherlock,0.09801856800000001,TSNE,25,-2865.0406989999997,7078.081399,2865.0406989999997
128,9,pmc_nn,sherlock,0.13082280699999999,TSNE,23,-2813.003271,6774.006543,2813.003271
129,10,pmc_nn,sherlock,0.076614452,TSNE,26,-2911.664160000001,7277.3283200000005,2911.664160000001
130,11,pmc_nn,sherlock,0.044317540999999995,TSNE,23,-2944.693462,7037.386925,2944.693462
131,12,pmc_nn,sherlock,0.083289977,TSNE,24,-2872.937186,6991.874373000002,2872.937186
132,13,pmc_nn,sherlock,0.078496683,TSNE,24,-2906.205025,7058.410051000003,2906.205025
133,14,pmc_nn,sherlock,0.12216564,TSNE,24,-2841.758315,6929.5166290000025,2841.758315
134,15,pmc_nn,sherlock,0.097239033,TSNE,23,-2813.677857,6775.355713,2813.677857
135,16,pmc_nn,sherlock,0.085091821,TSNE,23,-2893.147961,6934.295923000002,2893.147961
136,1,aud_early,forrest,0.002961164,LLE,70,-5029.530572,20137.06114,5029.530572
137,2,aud_early,forrest,0.009809396,LLE,71,-4583.674096,19531.34819,4583.674096
138,3,aud_early,forrest,0.011112803999999999,LLE,76,-4526.056413,20906.112830000002,4526.056413
139,4,aud_early,forrest,0.010124378,LLE,75,-5196.873596,21941.747190000002,5196.873596
140,6,aud_early,forrest,0.023469626,LLE,73,-4780.41412,20508.82824,4780.41412
141,9,aud_early,forrest,0.029364107999999996,LLE,72,-4886.388434,20426.776869999998,4886.388434
142,10,aud_early,forrest,0.008133661,LLE,76,-4913.554925,21681.10985,4913.554925
143,14,aud_early,forrest,0.0051014020000000005,LLE,76,-4839.955143,21533.91029,4839.955143
144,15,aud_early,forrest,0.007071457,LLE,70,-3807.7593100000004,17693.51862,3807.7593100000004
145,16,aud_early,forrest,0.031182272999999996,LLE,72,-4795.385847,20244.77169,4795.385847
146,17,aud_early,forrest,-0.006470346,LLE,73,-6162.444809000001,23272.889619999998,6162.444809000001
147,18,aud_early,forrest,0.018050323,LLE,77,-4700.19202,21564.38404,4700.19202
148,19,aud_early,forrest,0.015785018,LLE,74,-4959.836265999998,21165.67253,4959.836265999998
149,20,aud_early,forrest,0.000914537,LLE,73,-6173.944809000001,23295.889619999998,6173.944809000001
150,1,high_Visual,forrest,0.051224853,PHATE,69,-5378.104724,20552.20945,5378.104724
151,2,high_Visual,forrest,0.044191655,PHATE,67,-5362.604058,19969.20812,5362.604058
152,3,high_Visual,forrest,0.051141764000000006,PHATE,74,-5365.704404,21977.40881,5365.704404
153,4,high_Visual,forrest,0.032725208,PHATE,74,-5372.7902619999995,21991.58052,5372.7902619999995
154,6,high_Visual,forrest,0.039720361,PHATE,67,-5349.874724,19943.74945,5349.874724
155,9,high_Visual,forrest,0.049285736,PHATE,70,-5342.215142,20762.43028,5342.215142
156,10,high_Visual,forrest,0.053794105,PHATE,68,-5362.711228,20243.422459999998,5362.711228
157,14,high_Visual,forrest,0.04739894099999999,PHATE,71,-5367.941991,21099.883980000002,5367.941991
158,15,high_Visual,forrest,0.055930006,PHATE,72,-5331.9544049999995,21317.90881,5331.9544049999995
159,16,high_Visual,forrest,0.053443954,PHATE,69,-5325.317846,20446.63569,5325.317846
160,17,high_Visual,forrest,0.042444295,PHATE,66,-5382.910054,19739.82011,5382.910054
161,18,high_Visual,forrest,0.042492065,PHATE,71,-5369.2377270000015,21102.47545,5369.2377270000015
162,19,high_Visual,forrest,0.038506496,PHATE,68,-5401.886783,20321.773569999998,5401.886783
163,20,high_Visual,forrest,0.058536686,PHATE,71,-5318.769185,21001.53837,5318.769185
164,1,pmc_nn,sherlock,0.330801731,SMOOTH_PHATE,25,-2073.562378,5495.124756,2073.562378
165,2,pmc_nn,sherlock,0.38887557100000003,SMOOTH_PHATE,22,-2287.581949,5629.163898,2287.581949
166,3,pmc_nn,sherlock,0.47522214799999996,SMOOTH_PHATE,21,-1757.3083600000002,4478.616719,1757.3083600000002
167,4,pmc_nn,sherlock,0.21374145600000002,SMOOTH_PHATE,24,-413.8960827,2073.792165,413.8960827
168,5,pmc_nn,sherlock,0.43601191,SMOOTH_PHATE,23,-2033.504847,5215.009695000002,2033.504847
169,6,pmc_nn,sherlock,0.502237533,SMOOTH_PHATE,26,-1909.306916,5272.613832,1909.306916
170,7,pmc_nn,sherlock,0.20079676800000001,SMOOTH_PHATE,23,-268.9664477,1685.932895,268.9664477
171,8,pmc_nn,sherlock,0.473725656,SMOOTH_PHATE,25,-853.9358605,3055.871721,853.9358605
172,9,pmc_nn,sherlock,0.481282693,SMOOTH_PHATE,23,-1949.295974,5046.591947,1949.295974
173,10,pmc_nn,sherlock,0.28728775100000004,SMOOTH_PHATE,26,-2496.984245,6447.96849,2496.984245
174,11,pmc_nn,sherlock,0.165928753,SMOOTH_PHATE,23,-2139.732848,5427.465696,2139.732848
175,12,pmc_nn,sherlock,0.282099681,SMOOTH_PHATE,24,-335.8571924,1917.7143850000002,335.8571924
176,13,pmc_nn,sherlock,0.169322155,SMOOTH_PHATE,24,-2825.202261,6896.404522,2825.202261
177,14,pmc_nn,sherlock,0.425778447,SMOOTH_PHATE,24,-2211.153613,5668.307227,2211.153613
178,15,pmc_nn,sherlock,0.328043786,SMOOTH_PHATE,23,-1122.663128,3393.3262549999995,1122.663128
179,16,pmc_nn,sherlock,0.196070612,SMOOTH_PHATE,23,-1262.737883,3673.4757670000004,1262.737883
180,1,high_Visual,forrest,0.09354812300000001,PHATE_TIME,69,4483.086881,829.8262383,-4483.086881
181,2,high_Visual,forrest,0.13764694800000002,PHATE_TIME,67,5429.130708,-1614.261417,-5429.130708
182,3,high_Visual,forrest,0.069721055,PHATE_TIME,74,5268.871661,708.2566786,-5268.871661
183,6,high_Visual,forrest,0.08588251699999999,PHATE_TIME,67,4422.7085799999995,398.5828396,-4422.7085799999995
184,9,high_Visual,forrest,0.078523364,PHATE_TIME,70,5139.831071000001,-201.6621427,-5139.831071000001
185,10,high_Visual,forrest,0.12616727,PHATE_TIME,68,4828.394947,-138.7898934,-4828.394947
186,14,high_Visual,forrest,0.078666065,PHATE_TIME,71,3619.8850090000014,3124.229982,-3619.8850090000014
187,15,high_Visual,forrest,0.10002399599999999,PHATE_TIME,72,4221.720136,2210.559728,-4221.720136
188,16,high_Visual,forrest,0.075387446,PHATE_TIME,69,5166.889672,-537.7793445,-5166.889672
189,17,high_Visual,forrest,0.09654461199999999,PHATE_TIME,66,4554.693374,-135.3867475,-4554.693374
190,18,high_Visual,forrest,0.079330932,PHATE_TIME,71,5028.841826,306.3163481,-5028.841826
191,19,high_Visual,forrest,0.053511567,PHATE_TIME,68,3025.2326989999997,3467.534603,-3025.2326989999997
192,20,high_Visual,forrest,0.120238653,PHATE_TIME,71,4549.715495,1264.56901,-4549.715495
193,1,high_Visual,sherlock,0.24422449999999998,PHATE_TIME,19,-34.53873375,865.0774675000001,34.53873375
194,2,high_Visual,sherlock,0.29191816600000003,PHATE_TIME,21,-52.54115349,1069.0823070000001,52.54115349
195,3,high_Visual,sherlock,0.205179765,PHATE_TIME,21,-196.83995119999997,1357.6799019999999,196.83995119999997
196,4,high_Visual,sherlock,0.202857655,PHATE_TIME,22,562.2065324,-70.41306484,-562.2065324
197,5,high_Visual,sherlock,0.197133833,PHATE_TIME,21,46.47520423,871.0495914999997,-46.47520423
198,6,high_Visual,sherlock,0.18870657,PHATE_TIME,19,-26.5313543,849.0627086000003,26.5313543
199,7,high_Visual,sherlock,0.309936355,PHATE_TIME,22,-23.31588509,1100.63177,23.31588509
200,8,high_Visual,sherlock,0.381895945,PHATE_TIME,20,374.7400275,128.519945,-374.7400275
201,9,high_Visual,sherlock,0.160079205,PHATE_TIME,21,537.2953271,-110.59065420000002,-537.2953271
202,10,high_Visual,sherlock,0.121021991,PHATE_TIME,22,391.3418345,271.3163311,-391.3418345
203,11,high_Visual,sherlock,0.758620207,PHATE_TIME,22,-1034.635835,3123.27167,1034.635835
204,12,high_Visual,sherlock,0.288447445,PHATE_TIME,21,694.1385276000003,-424.2770551,-694.1385276000003
205,13,high_Visual,sherlock,0.235451905,PHATE_TIME,19,55.8223091,684.3553818,-55.8223091
206,14,high_Visual,sherlock,0.190561607,PHATE_TIME,22,-1064.929869,3183.859737,1064.929869
207,15,high_Visual,sherlock,0.255965059,PHATE_TIME,21,81.69748251,800.6050349999997,-81.69748251
208,16,high_Visual,sherlock,0.193118176,PHATE_TIME,20,378.2473816,121.5052369,-378.2473816
209,1,pmc_nn,forrest,0.026903537999999998,ISOMAP,111,-5495.907686,36075.81537,5495.907686
210,2,pmc_nn,forrest,0.05100303,ISOMAP,114,-5431.71716,37309.43432,5431.71716
211,3,pmc_nn,forrest,0.018504244,ISOMAP,106,-5503.818007,33901.63601,5503.818007
212,4,pmc_nn,forrest,0.027311408,ISOMAP,111,-5485.7899259999995,36055.57985,5485.7899259999995
213,6,pmc_nn,forrest,0.028531745,ISOMAP,114,-5471.103108,37388.20622,5471.103108
214,9,pmc_nn,forrest,0.047269874,ISOMAP,109,-5419.519213000001,35035.03843,5419.519213000001
215,10,pmc_nn,forrest,0.036313536,ISOMAP,106,-5450.7053270000015,33795.41065,5450.7053270000015
216,14,pmc_nn,forrest,0.056562245,ISOMAP,108,-5406.558638,34571.11728,5406.558638
217,15,pmc_nn,forrest,0.052045783,ISOMAP,109,-5414.0753909999985,35024.15078,5414.0753909999985
218,16,pmc_nn,forrest,0.039292192000000004,ISOMAP,112,-5476.1246740000015,36486.24935,5476.1246740000015
219,17,pmc_nn,forrest,0.038562783999999996,ISOMAP,110,-5454.202335,35546.404669999996,5454.202335
220,18,pmc_nn,forrest,0.031694186,ISOMAP,114,-5469.220204,37384.44041,5469.220204
221,19,pmc_nn,forrest,0.028871202999999998,ISOMAP,114,-5481.032836,37408.065669999996,5481.032836
222,20,pmc_nn,forrest,0.053926869,ISOMAP,102,-5418.571381000002,32051.142760000002,5418.571381000002
223,1,early_visual,sherlock,0.190121287,LLE,47,-2727.341627,10058.68325,2727.341627
224,2,early_visual,sherlock,0.10981740599999999,LLE,45,-2485.728825,9199.457649,2485.728825
225,3,early_visual,sherlock,0.17921631699999999,LLE,47,-2750.291491,10104.58298,2750.291491
226,4,early_visual,sherlock,0.20642516800000002,LLE,45,-2749.773232,9727.546465000001,2749.773232
227,5,early_visual,sherlock,0.19186836,LLE,44,-2790.872069,9627.744138,2790.872069
228,6,early_visual,sherlock,0.17068168399999994,LLE,49,-2687.820471,10371.640940000001,2687.820471
229,7,early_visual,sherlock,0.194173906,LLE,46,-2700.784685,9815.569368999999,2700.784685
230,8,early_visual,sherlock,0.126738249,LLE,47,-2761.571514,10127.14303,2761.571514
231,9,early_visual,sherlock,0.15822118,LLE,48,-2760.918234,10319.83647,2760.918234
232,10,early_visual,sherlock,0.11357367199999999,LLE,45,-2774.517509,9777.035017,2774.517509
233,11,early_visual,sherlock,0.068098095,LLE,47,-2802.60848,10209.21696,2802.60848
234,12,early_visual,sherlock,0.180030682,LLE,46,-2768.751887,9951.503773999999,2768.751887
235,13,early_visual,sherlock,0.079605334,LLE,43,-2748.921882,9365.843764,2748.921882
236,14,early_visual,sherlock,0.104791435,LLE,50,-2750.698021,10699.396040000001,2750.698021
237,15,early_visual,sherlock,0.21384408600000002,LLE,45,-2637.207804,9502.415609,2637.207804
238,16,early_visual,sherlock,0.112709814,LLE,43,-2807.252348,9482.504695,2807.252348
239,1,pmc_nn,sherlock,0.403858162,TPHATE,25,-2413.069747,6174.139494,2413.069747
240,2,pmc_nn,sherlock,0.244391424,TPHATE,22,-2616.511139,6287.022278,2616.511139
241,3,pmc_nn,sherlock,0.23075973100000002,TPHATE,21,-2727.709657,6419.419314,2727.709657
242,4,pmc_nn,sherlock,0.300229126,TPHATE,24,-2460.1883559999997,6166.3767119999975,2460.1883559999997
243,5,pmc_nn,sherlock,0.269047279,TPHATE,23,-2564.529459,6277.058917,2564.529459
244,6,pmc_nn,sherlock,0.355495668,TPHATE,26,-2524.009932,6502.019864,2524.009932
245,7,pmc_nn,sherlock,0.340378742,TPHATE,23,-2185.264246,5518.528491,2185.264246
246,8,pmc_nn,sherlock,0.352115226,TPHATE,25,-2361.160362,6070.320725,2361.160362
247,9,pmc_nn,sherlock,0.312291237,TPHATE,23,-2602.073122,6352.146245,2602.073122
248,10,pmc_nn,sherlock,0.30140159,TPHATE,26,-2588.276569,6630.553139,2588.276569
249,11,pmc_nn,sherlock,0.215962945,TPHATE,23,-2784.228805,6716.4576099999995,2784.228805
250,12,pmc_nn,sherlock,0.15596537300000002,TPHATE,24,-2797.577976,6841.155953,2797.577976
251,13,pmc_nn,sherlock,0.171506935,TPHATE,24,-2795.70327,6837.406540000001,2795.70327
252,14,pmc_nn,sherlock,0.35607225299999995,TPHATE,24,-2452.6288870000008,6151.257774000002,2452.6288870000008
253,15,pmc_nn,sherlock,0.346889912,TPHATE,23,-2206.510406,5561.020812,2206.510406
254,16,pmc_nn,sherlock,0.306264423,TPHATE,23,-2518.359623,6184.719246,2518.359623
255,1,high_Visual,sherlock,0.057352715,PCA,19,-2917.490339,6630.980679,2917.490339
256,2,high_Visual,sherlock,0.099642284,PCA,21,-2870.6013989999997,6705.2027979999975,2870.6013989999997
257,3,high_Visual,sherlock,0.087538425,PCA,21,-2867.0678399999997,6698.1356810000025,2867.0678399999997
258,4,high_Visual,sherlock,0.10852240099999999,PCA,22,-2774.54106,6603.082119,2774.54106
259,5,high_Visual,sherlock,0.08057227900000001,PCA,21,-2855.614823,6675.229647,2855.614823
260,6,high_Visual,sherlock,0.07460323599999999,PCA,19,-2916.557039000001,6629.114078000001,2916.557039000001
261,7,high_Visual,sherlock,0.178172485,PCA,22,-2674.025081,6402.050161,2674.025081
262,8,high_Visual,sherlock,0.076817329,PCA,20,-2905.065959,6688.131918,2905.065959
263,9,high_Visual,sherlock,0.063218537,PCA,21,-2907.412143,6778.824285,2907.412143
264,10,high_Visual,sherlock,0.083016089,PCA,22,-2895.786131,6845.572261,2895.786131
265,11,high_Visual,sherlock,0.063362456,PCA,22,-2887.858015,6829.716029000001,2887.858015
266,12,high_Visual,sherlock,0.051412890999999995,PCA,21,-2922.118648,6808.2372959999975,2922.118648
267,13,high_Visual,sherlock,0.074907605,PCA,19,-2903.662965,6603.32593,2903.662965
268,14,high_Visual,sherlock,0.188484055,PCA,22,-2703.745738,6461.491476,2703.745738
269,15,high_Visual,sherlock,0.107177429,PCA,21,-2810.799946,6585.599891,2810.799946
270,16,high_Visual,sherlock,0.10149999900000001,PCA,20,-2896.353473,6670.706946,2896.353473
271,1,pmc_nn,forrest,0.020732133,TSNE,111,-5466.5254829999985,36017.05097,5466.5254829999985
272,2,pmc_nn,forrest,0.04746532,TSNE,114,-5368.542848,37183.0857,5368.542848
273,3,pmc_nn,forrest,0.017494828,TSNE,106,-5515.346507,33924.69301,5515.346507
274,4,pmc_nn,forrest,0.016104282,TSNE,111,-5460.268215,36004.53643,5460.268215
275,6,pmc_nn,forrest,0.030641161,TSNE,114,-5473.656642,37393.31328,5473.656642
276,9,pmc_nn,forrest,0.039742416,TSNE,109,-5432.362813000002,35060.72563,5432.362813000002
